"Notes"	"State"	"State Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	703	4453723	15.8
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	2144	4430239	48.4
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	2820	4788838	58.9
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	2929	4218849	69.4
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	3236	3921094	82.5
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	3743	3562466	105.1
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	4885	3243901	150.6
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	6989	3012891	232.0
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	9635	2779292	346.7
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	13043	2452410	531.8
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	16573	2010275	824.4
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	19843	1581775	1254.5
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	25351	1219193	2079.3
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	33156	933079	3553.4
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	42448	668905	6345.9
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	44734	Not Applicable	Not Applicable
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	31569	Not Applicable	Not Applicable
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	11228	Not Applicable	Not Applicable
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	1735	Not Applicable	Not Applicable
	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	25	Not Applicable	Not Applicable
	"Vermont"	"50"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	34	921879	3.7
	"Vermont"	"50"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	109	868028	12.6
	"Vermont"	"50"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	167	685833	24.3
	"Vermont"	"50"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	195	730297	26.7
	"Vermont"	"50"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	190	793781	23.9
	"Vermont"	"50"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	209	882760	23.7
	"Vermont"	"50"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	189	955503	19.8
	"Vermont"	"50"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	187	969568	19.3
	"Vermont"	"50"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	145	893838	16.2
	"Vermont"	"50"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	70	743184	9.4
	"Vermont"	"50"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	31	580985	5.3
	"Vermont"	"50"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	24	440963	5.4
	"Vermont"	"50"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	19	334676	Unreliable
	"Vermont"	"50"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	15	247074	Unreliable
	"Vermont"	"50"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	15	685833	Unreliable
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	32	793781	4.0
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	98	882760	11.1
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	151	955503	15.8
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	221	969568	22.8
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	215	893838	24.1
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	214	743184	28.8
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	173	580985	29.8
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	116	440963	26.3
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	76	334676	22.7
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	46	247074	18.6
	"Vermont"	"50"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	24	Not Applicable	Not Applicable
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	624	123006	507.3
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	96	515365	18.6
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	74	705307	10.5
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	114	789963	14.4
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	395	921879	42.8
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	552	868028	63.6
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	504	685833	73.5
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	539	730297	73.8
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	789	793781	99.4
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	1256	882760	142.3
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	2197	955503	229.9
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	3365	969568	347.1
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	4726	893838	528.7
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	6310	743184	849.0
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	7958	580985	1369.7
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	10089	440963	2287.9
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	12823	334676	3831.5
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	15703	247074	6355.6
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	16749	Not Applicable	Not Applicable
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	12901	Not Applicable	Not Applicable
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	5562	Not Applicable	Not Applicable
	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	1137	Not Applicable	Not Applicable
	"Virginia"	"51"	"Drug-induced causes"	"D"	"< 1 year"	"1"	16	2004783	Unreliable
	"Virginia"	"51"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	16	7968367	Unreliable
	"Virginia"	"51"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	18	10300960	Unreliable
	"Virginia"	"51"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	290	10620680	2.7
	"Virginia"	"51"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1195	11136479	10.7
	"Virginia"	"51"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1785	10854105	16.4
	"Virginia"	"51"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1969	10925780	18.0
	"Virginia"	"51"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	2162	11228607	19.3
	"Virginia"	"51"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	2291	11513287	19.9
	"Virginia"	"51"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	2078	11579144	17.9
	"Virginia"	"51"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1776	11103333	16.0
	"Virginia"	"51"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1129	9824460	11.5
	"Virginia"	"51"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	611	8037546	7.6
	"Virginia"	"51"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	299	6332883	4.7
	"Virginia"	"51"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	150	4838955	3.1
	"Virginia"	"51"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	90	3644536	2.5
	"Virginia"	"51"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	86	2559821	3.4
	"Virginia"	"51"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	71	Not Applicable	Not Applicable
	"Virginia"	"51"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	27	Not Applicable	Not Applicable
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	13	10620680	Unreliable
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	49	11136479	0.4
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	105	10854105	1.0
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	215	10925780	2.0
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	425	11228607	3.8
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	802	11513287	7.0
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	1259	11579144	10.9
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	1635	11103333	14.7
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	1684	9824460	17.1
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	1285	8037546	16.0
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	835	6332883	13.2
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	485	4838955	10.0
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	303	3644536	8.3
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	141	2559821	5.5
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	62	Not Applicable	Not Applicable
	"Virginia"	"51"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	16	Not Applicable	Not Applicable
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	13921	2004783	694.4
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1981	7968367	24.9
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	1201	10010463	12.0
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1490	10300960	14.5
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	5184	10620680	48.8
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	7918	11136479	71.1
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	7871	10854105	72.5
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	8913	10925780	81.6
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	12691	11228607	113.0
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	19905	11513287	172.9
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	31479	11579144	271.9
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	48081	11103333	433.0
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	65352	9824460	665.2
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	81851	8037546	1018.4
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	99150	6332883	1565.6
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	120319	4838955	2486.5
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	146414	3644536	4017.4
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	171011	2559821	6680.6
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	167941	Not Applicable	Not Applicable
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	116269	Not Applicable	Not Applicable
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	45384	Not Applicable	Not Applicable
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	9361	Not Applicable	Not Applicable
	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	53	Not Applicable	Not Applicable
	"Washington"	"53"	"Drug-induced causes"	"D"	"< 1 year"	"1"	12	1711434	Unreliable
	"Washington"	"53"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	22	6809951	0.3
	"Washington"	"53"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	20	8818523	0.2
	"Washington"	"53"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	337	8906819	3.8
	"Washington"	"53"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1019	9142801	11.1
	"Washington"	"53"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1517	9381030	16.2
	"Washington"	"53"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1710	9328964	18.3
	"Washington"	"53"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1963	9344239	21.0
	"Washington"	"53"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	2495	9452207	26.4
	"Washington"	"53"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	2968	9532818	31.1
	"Washington"	"53"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	2670	9232219	28.9
	"Washington"	"53"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	2116	8337565	25.4
	"Washington"	"53"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	1086	6880267	15.8
	"Washington"	"53"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	533	5345266	10.0
	"Washington"	"53"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	266	3988591	6.7
	"Washington"	"53"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	173	3019672	5.7
	"Washington"	"53"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	141	2218107	6.4
	"Washington"	"53"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	102	Not Applicable	Not Applicable
	"Washington"	"53"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	64	Not Applicable	Not Applicable
	"Washington"	"53"	"Drug-induced causes"	"D"	"95-99 years"	"95-99"	17	Not Applicable	Not Applicable
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	22	8906819	0.2
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	50	9142801	0.5
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	136	9381030	1.4
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	331	9328964	3.5
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	602	9344239	6.4
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	1187	9452207	12.6
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	1918	9532818	20.1
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	2648	9232219	28.7
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	2771	8337565	33.2
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	2316	6880267	33.7
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	1706	5345266	31.9
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	1144	3988591	28.7
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	686	3019672	22.7
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	476	2218107	21.5
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	247	Not Applicable	Not Applicable
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	74	Not Applicable	Not Applicable
	"Washington"	"53"	"Alcohol-induced causes"	"A"	"95-99 years"	"95-99"	17	Not Applicable	Not Applicable
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	8402	1711434	490.9
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1463	6809951	21.5
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	948	8603413	11.0
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1179	8818523	13.4
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	4067	8906819	45.7
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	5927	9142801	64.8
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	5735	9381030	61.1
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	6577	9328964	70.5
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	8632	9344239	92.4
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	13086	9452207	138.4
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	21208	9532818	222.5
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	33484	9232219	362.7
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	46963	8337565	563.3
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	61283	6880267	890.7
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	73714	5345266	1379.1
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	89777	3988591	2250.8
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	111962	3019672	3707.8
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	138196	2218107	6230.4
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	146510	Not Applicable	Not Applicable
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	110240	Not Applicable	Not Applicable
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	45221	Not Applicable	Not Applicable
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	9385	Not Applicable	Not Applicable
	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	19	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	12	2210912	Unreliable
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	108	2350279	4.6
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	610	2409539	25.3
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	936	2196517	42.6
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1247	2226414	56.0
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1325	2345036	56.5
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	1418	2504075	56.6
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	1354	2642866	51.2
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1112	2699905	41.2
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	716	2549563	28.1
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	348	2247567	15.5
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	169	1871333	9.0
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	73	1491427	4.9
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	35	1166777	3.0
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	33	823544	4.0
	"West Virginia"	"54"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	31	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	10	2409539	Unreliable
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	32	2196517	1.5
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	73	2226414	3.3
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	156	2345036	6.7
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	302	2504075	12.1
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	439	2642866	16.6
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	586	2699905	21.7
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	560	2549563	22.0
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	466	2247567	20.7
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	296	1871333	15.8
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	178	1491427	11.9
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	92	1166777	7.9
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	49	823544	5.9
	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	3053	409576	745.4
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	537	1637318	32.8
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	368	2104813	17.5
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	452	2210912	20.4
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	1566	2350279	66.6
	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	2270	2409539	94.2
